name,totalCred,Sat Jul 16 2022,Sat Jul 09 2022,Sat Jul 02 2022,Sat Jun 25 2022,Sat Jun 18 2022,Sat Jun 11 2022,Sat Jun 04 2022,Sat May 28 2022,Sat May 21 2022,Sat May 14 2022,Sat May 07 2022,Sat Apr 30 2022,Sat Apr 23 2022,Sat Apr 16 2022,Sat Apr 09 2022,Sat Apr 02 2022,Sat Mar 26 2022,Sat Mar 19 2022,Sat Mar 12 2022,Sat Mar 05 2022,Sat Feb 26 2022,Sat Feb 19 2022,Sat Feb 12 2022,Sat Feb 05 2022,Sat Jan 29 2022,Sat Jan 22 2022,Sat Jan 15 2022,Sat Jan 08 2022,Sat Jan 01 2022,Sat Dec 25 2021,Sat Dec 18 2021,Sat Dec 11 2021,Sat Dec 04 2021,Sat Nov 27 2021,Sat Nov 20 2021,Sat Nov 13 2021,Sat Nov 06 2021,Sat Oct 30 2021,Sat Oct 23 2021,Sat Oct 16 2021,Sat Oct 09 2021,Sat Oct 02 2021,Sat Sep 25 2021,Sat Sep 18 2021,Sat Sep 11 2021,Sat Sep 04 2021,Sat Aug 28 2021,Sat Aug 21 2021,Sat Aug 14 2021,Sat Aug 07 2021,Sat Jul 31 2021,Sat Jul 24 2021,Sat Jul 17 2021,Sat Jul 10 2021,Sat Jul 03 2021,Sat Jun 26 2021,Sat Jun 19 2021,Sat Jun 12 2021,Sat Jun 05 2021,Sat May 29 2021,Sat May 22 2021,Sat May 15 2021,Sat May 08 2021,Sat May 01 2021,Sat Apr 24 2021,Sat Apr 17 2021,Sat Apr 10 2021,Sat Apr 03 2021,Sat Mar 27 2021,Sat Mar 20 2021,Sat Mar 13 2021,Sat Mar 06 2021,Sat Feb 27 2021,Sat Feb 20 2021,Sat Feb 13 2021,Sat Feb 06 2021,Sat Jan 30 2021,Sat Jan 23 2021,Sat Jan 16 2021,Sat Jan 09 2021,Sat Jan 02 2021,Sat Dec 26 2020,Sat Dec 19 2020,Sat Dec 12 2020,Sat Dec 05 2020,Sat Nov 28 2020,Sat Nov 21 2020,Sat Nov 14 2020,Sat Nov 07 2020,Sat Oct 31 2020,Sat Oct 24 2020,Sat Oct 17 2020,Sat Oct 10 2020,Sat Oct 03 2020,Sat Sep 26 2020,Sat Sep 19 2020,Sat Sep 12 2020,Sat Sep 05 2020,Sat Aug 29 2020,Sat Aug 22 2020,Sat Aug 15 2020,Sat Aug 08 2020,Sat Aug 01 2020,Sat Jul 25 2020,Sat Jul 18 2020,Sat Jul 11 2020,Sat Jul 04 2020,Sat Jun 27 2020,Sat Jun 20 2020,Sat Jun 13 2020,Sat Jun 06 2020,Sat May 30 2020,Sat May 23 2020,Sat May 16 2020,Sat May 09 2020,Sat May 02 2020,Sat Apr 25 2020,Sat Apr 18 2020,Sat Apr 11 2020,Sat Apr 04 2020,Sat Mar 28 2020,Sat Mar 21 2020,share,tec,10% vested per round
natesuits,250.6351116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0006,0.0061,0.0608,0.6016,0.0608,0.0061,0.0006,0.0001,0.0001,0.0005,0.0045,0.0446,0.4415,4.3703,6.1384,6.0267,29.52,12.8633,9.8482,8.707,11.2622,20.182,6.4757,2.762,5.0323,9.5346,18.2197,8.5241,22.5869,5.3254,6.0599,1.4395,8.3352,19.1657,1.9896,0.7307,0.0738,0.0075,0.0008,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01008481065,129.0553219,12.90553219
freedumbs00,226.4594863,0,0,0,0,0,0,0,0,0.0003,0.0026,0.0259,0.2566,2.5404,0.2566,0.0261,0.0042,0.0159,0.1552,1.5363,0.1553,0.0169,0.0137,0.1202,1.1887,0.1493,0.3041,2.8921,0.2922,0.0295,0.003,0.0003,0,0,0,0,0,0,0.0001,0.0006,0.0059,0.0583,0.5768,0.0822,0.2457,2.3745,1.9117,3.3264,2.2394,0.2576,0.3366,3.1088,0.3174,0.0647,0.3295,0.0503,0.1738,1.6876,9.2377,3.251,1.5589,1.0768,0.2065,0.988,1.1014,0.9255,0.1455,0.5291,1.8559,6.0073,4.3322,2.369,0.2941,0.5722,1.9304,3.383,4.7537,5.7808,3.3276,2.5586,6.0159,4.5741,9.4658,8.1112,13.2175,10.9224,10.0011,8.4983,3.8625,12.2733,32.0125,10.8452,3.1129,0.3145,0.0318,0.0032,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00911205547,116.6069739,11.66069739
gideonro,218.2631973,0.0163,0.1464,1.4478,0.2627,1.1795,0.1515,0.3355,0.0339,0.0037,0.0032,0.0287,0.2835,0.7042,0.0953,0.2486,0.1235,0.9868,0.4159,3.1724,0.3333,0.1606,1.2729,12.5689,1.3844,1.275,0.4151,1.0543,0.1426,0.3715,0.041,0.0389,0.3481,3.4421,0.7694,0.9605,0.6779,2.0605,0.4896,2.8352,0.6345,3.5095,0.7113,3.6038,0.495,1.3461,1.12,5.7117,11.1909,4.5926,3.9598,25.8051,2.6123,0.3178,0.5659,2.3987,1.3496,2.0522,0.9633,1.5587,0.3039,1.4799,1.2932,6.4391,5.2375,4.2624,4.2671,0.7063,2.7958,14.0914,1.8317,1.1874,1.8906,3.6352,0.3742,0.1069,0.1047,0.9402,0.095,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008782261203,112.3865966,11.23865966
santigs,216.7567469,1.2336,6.1759,1.1347,5.171,13.4682,3.0473,12.3804,27.0051,19.2607,6.5459,5.4115,1.7597,3.2771,10.8351,1.1082,0.2464,1.3562,0.137,0.014,0.0031,0.0169,0.166,1.6433,0.1662,0.0192,0.0256,0.2364,2.3389,2.8016,0.3455,0.6538,6.1925,5.6188,0.5681,0.0617,0.0494,0.4319,4.2698,0.4505,0.2352,1.901,0.2166,0.265,2.4331,1.25,0.9226,0.8093,0.6365,0.8324,7.6872,0.7766,0.0784,0.0079,0.0008,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008721646128,111.6109055,11.16109055
natenatesoo,181.4705979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0007,0.0065,0.0646,0.6397,6.3328,5.5183,0.5578,0.0594,0.0361,0.3013,2.9769,1.3947,0.5258,3.8635,0.9636,5.7725,14.4617,26.3339,30.8478,18.5347,10.956,8.0159,0.8105,0.0886,0.0756,0.6672,6.5968,7.4182,0.8064,0.6462,5.656,0.5714,0.0577,0.0058,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007301836552,93.44160235,9.344160235
pmespresso,161.4158394,0,0,0,0,0,0.0003,0.0034,0.0338,0.3344,3.3107,7.2074,4.4861,4.4794,3.6156,2.694,0.2757,0.0634,0.3585,3.5219,3.5444,2.7112,2.8803,3.105,3.0417,0.3677,0.6357,1.8925,0.1936,0.0431,0.237,2.3269,3.6692,1.1112,7.4432,1.1975,4.5315,3.7892,5.4622,6.1646,7.9287,5.2938,6.5208,4.3282,0.6658,2.3296,0.2353,0.0238,0.0026,0.0027,0.0243,0.2402,2.3773,23.5326,2.3773,0.2402,0.0243,0.0025,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006494892779,83.1151429,8.31151429
suga,156.9900314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0012,0.0119,0.1181,1.1692,11.5735,3.175,4.9253,12.7444,1.2876,0.132,0.0326,0.1941,1.9084,7.0586,2.8698,0.5339,2.4688,4.1314,7.6544,18.3533,52.8611,5.34,0.5395,0.0545,0.0055,0.0006,0.0001,0,0,0,0,0,0,0,0.006316811443,80.83623604,8.083623604
fabriziovigevani,139.0160186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0029,0.0288,0.2852,2.8227,0.2852,0.0288,0.0029,0.0004,0.0011,0.0103,0.1018,1.0073,0.5728,4.7207,0.4959,0.2384,1.8885,0.1909,0.0203,0.0118,0.0981,0.9692,0.2988,2.019,1.0827,8.8077,9.7849,2.5154,15.3694,16.1815,9.2562,17.9962,8.581,17.9311,2.1019,3.0884,0.4074,0.9858,0.1105,0.1191,1.0804,1.0895,0.1941,0.8511,3.8291,0.3868,0.0391,0.0039,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005593590684,71.58117998,7.158117998
hernandoagf,137.7680735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0049,0.048,0.4754,4.706,0.4853,0.1474,0.9884,0.3891,2.9026,7.4425,11.3566,22.0327,29.268,17.9819,1.8216,0.2337,0.5151,4.9171,1.9868,14.9507,9.4984,0.9595,0.0969,0.0098,0.001,0.0001,0,0,0,0,0,0,0,0.005543377089,70.93859661,7.093859661
rperez89,133.0964394,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0025,0.0252,0.2493,2.4683,0.2493,0.0252,0.0025,0.0003,0,0,0,0,0,0,0,0.0004,0.004,0.0398,0.394,3.8999,5.3885,0.5443,0.055,0.0056,0.0006,0.0001,0,0,0,0.0001,0.0013,0.0128,0.1271,1.2586,0.1271,0.0128,0.0013,0.0002,0.0004,0.0042,0.0411,0.4073,4.0321,9.3352,4.1967,0.4512,0.3158,0.088,0.5646,5.5578,52.8286,5.566,2.8323,0.2866,0.034,0.0538,0.5042,0.0695,0.1911,1.8414,4.4191,0.5052,0.6333,0.0669,0.0356,0.2896,0.095,0.66,1.145,1.1008,9.8626,1.5042,0.152,0.0154,0.0016,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00535540444,68.53311062,6.853311062
jeffemmett,125.0163978,3.2853,29.5681,6.4118,4.1273,0.4169,0.0421,0.0043,0.0005,0.001,0.0093,0.0918,0.9092,0.0918,0.0093,0.0009,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0027,0.0266,0.2635,0.0637,0.373,0.0381,0.0081,0.0432,0.4243,0.1151,0.7264,0.0737,0.0102,0.0283,0.2728,0.1134,0.8612,3.4022,2.224,1.6032,1.3151,0.2305,0.9901,6.59,2.0858,14.2677,4.8813,4.858,7.2809,4.7408,4.0355,4.6826,3.4336,0.3469,0.035,0.0035,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005030287625,64.37259074,6.437259074
laurenluz,121.7520896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0049,0.048,0.4753,4.7047,0.4762,0.0571,0.0951,0.894,8.845,2.2702,13.8569,5.3855,1.2249,6.8632,22.742,9.0115,0.9113,0.1016,0.1045,0.9438,0.1064,0.1203,1.0963,1.2044,10.9473,2.4485,0.2483,0.0346,0.0977,0.9419,0.0999,0.0567,0.4669,0.4639,0.1162,0.6979,0.0752,0.0543,0.468,0.9915,0.1002,0.0101,0.0011,0.0005,0.0035,0.0347,0.3437,0.0347,0.0035,0.0004,0,0,0,0,0,0.0002,0.0021,0.0206,0.2035,2.0141,0.2035,0.0206,0.0026,0.0049,0.0469,0.4642,4.595,0.9248,4.6533,0.4701,0.0475,0.0048,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004898941582,62.69175543,6.269175543
ddan,116.0787187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0007,0.0067,0.0659,0.6521,6.4552,4.3051,3.0504,4.606,3.859,3.529,1.8674,3.4243,3.0947,5.81,5.9259,4.0563,3.6497,2.5507,1.6133,2.5482,3.6314,3.9252,4.9868,5.7646,3.6977,1.1927,8.2296,12.1338,6.8829,0.6953,0.0702,0.0071,0.0007,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004670662027,59.77046196,5.977046196
pjcolombo,113.8682031,0.0293,0.2634,0.0449,0.1858,1.8134,2.1073,0.2131,0.0232,0.0193,0.1697,1.6778,3.9706,0.5937,1.9659,0.4005,2.0391,0.2916,0.8769,0.3712,2.8347,0.2865,0.0307,0.0204,0.1731,1.7108,0.2013,0.3027,2.8252,0.2855,0.03,0.0147,0.1175,1.1599,1.2361,1.1002,0.1171,0.0705,0.5879,1.6257,0.2742,1.1168,1.1995,2.0225,0.2073,0.0507,0.2996,2.9449,2.7113,0.2834,0.1228,0.9448,0.0957,0.0124,0.0285,0.2729,0.0896,0.623,2.8902,6.0311,0.7677,1.6459,0.3815,2.1691,0.2512,0.3425,0.223,1.8878,0.2008,0.1198,0.9975,0.4833,1.2745,12.2617,3.2521,0.7898,0.6223,1.8563,1.2445,0.5504,4.2592,0.4344,0.0845,0.4109,4.0244,6.4877,2.8864,0.5334,2.4472,3.9741,0.4015,0.0406,0.0041,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004581717464,58.63223838,5.863223838
mateo-daza,112.2373987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0013,0.0131,0.1293,1.2803,12.6738,11.096,8.2205,8.8424,9.5792,0.9789,0.2095,1.1163,1.2612,1.4118,2.3666,2.5071,2.5782,2.9563,5.646,4.8671,3.1694,11.5912,1.3041,1.4493,13.1892,1.3324,0.1346,0.0136,0.0014,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004516098751,57.79251572,5.779251572
angeldebenji,112.1848723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0006,0.0061,0.0603,0.5969,5.9085,24.3509,21.3543,27.3145,3.9855,12.5407,2.172,9.1791,0.9273,0.0937,0.0095,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004513985242,57.76546914,5.776546914
tylerboardroom,109.8186921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0095,0.0942,0.9321,5.1416,8.6983,2.544,4.8573,0.5177,0.3193,0.0324,0.0048,0.016,0.1548,1.5318,4.727,7.0533,7.1567,5.4569,7.9608,2.5542,9.1378,4.8144,9.5501,6.198,8.9822,5.0875,0.5747,0.6593,0.0666,0.0067,0.0007,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004418777199,56.54709181,5.654709181
tonga,108.4295668,0.0004,0.0032,0.0319,0.3162,3.13,5.306,1.8898,0.1909,0.0193,0.0025,0.0059,0.0564,0.5577,0.0563,0.0057,0.0006,0.0001,0,0.0001,0.0008,0.0083,0.0825,0.8163,2.4267,0.5191,2.7646,0.2796,0.0316,0.0363,0.3319,3.2826,9.9593,1.0061,0.1016,0.0103,0.001,0.0001,0,0,0.0003,0.003,0.0294,0.2906,0.2948,0.0385,0.0898,0.86,0.0869,0.0088,0.0012,0.0036,0.035,0.346,3.4246,2.7724,0.3907,1.1345,0.9864,2.5249,0.7249,4.7237,0.4974,0.2505,2.0076,0.3762,1.7539,17.1631,1.7338,0.1752,0.0177,0.002,0.0025,0.0227,0.2244,2.2209,0.2244,0.023,0.0061,0.0376,0.3698,3.6604,0.6426,2.7651,0.7394,4.6291,4.8447,5.6485,0.5706,0.0576,0.0058,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004362882931,55.83181287,5.583181287
solsista,102.8251069,0.1816,1.6346,0.613,4.4959,2.5185,7.7702,0.7849,0.0793,0.0083,0.0038,0.0293,0.2896,2.8669,0.2897,0.0301,0.0111,0.0807,0.7958,0.1695,0.8994,0.1141,0.2419,2.3048,0.2328,0.0235,0.0024,0.0004,0.0013,0.0122,0.1204,1.1921,0.1204,0.0122,0.0012,0.0002,0.0003,0.0027,0.0269,0.2661,2.6342,2.8527,6.7339,0.8066,1.3324,0.1377,0.0444,0.3065,3.0203,9.3448,1.5357,6.0117,0.6073,0.0614,0.0072,0.0101,0.0942,0.932,0.0943,0.0106,0.0119,0.1088,1.0758,0.1213,0.1375,1.2541,12.4037,1.253,0.1266,0.0128,0.0013,0.0001,0,0,0,0,0,0,0.0002,0.0017,0.0173,0.1714,1.6967,2.7035,2.3302,10.1149,1.0218,0.1032,0.0104,0.0011,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004137376153,52.94600263,5.294600263
zxqx,98.85627909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0043,0.0422,0.4175,4.1324,9.7132,6.6672,5.5649,0.5639,0.0742,0.1781,1.7064,5.6003,5.7831,16.581,1.7227,0.6458,4.7349,0.5263,0.5278,4.7514,0.7646,2.8946,0.3301,0.4066,3.7357,13.5068,1.3645,0.1379,0.014,0.0025,0.0111,0.1089,1.0774,1.0774,0.1091,0.0139,0.0299,0.2853,2.8227,0.2852,0.0288,0.0029,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003977682337,50.90240087,5.090240087
crisog,94.42847702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0019,0.0192,0.1902,1.8827,0.1963,0.08,0.6038,5.9584,2.8213,7.9587,1.8486,10.5275,1.538,4.8522,0.4902,0.0495,0.005,0.0005,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0043,0.0422,0.4182,4.1396,3.0866,5.0356,13.6374,7.6962,2.4739,17.0424,1.7216,0.1739,0.0176,0.0018,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003799520765,48.62246723,4.862246723
akrtws,89.28179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0006,0.0064,0.0635,0.6287,6.2231,4.729,1.5846,0.1601,0.0162,0.0016,0.0002,0,0,0.0001,0.0012,0.0114,0.1127,1.116,1.3555,2.1009,19.6531,7.7961,3.8661,0.3906,0.0395,0.004,0.0004,0,0,0.0001,0.0013,0.0127,0.1257,1.2446,2.2812,2.0509,6.0116,1.7628,0.1786,0.0233,0.0549,0.5254,5.1995,17.3955,1.7573,0.1775,0.0179,0.0018,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003592433804,45.97237539,4.597237539
sudheerdev,88.60265219,0,0.0002,0.0016,0.0155,0.1533,1.5175,7.6168,8.3787,0.849,0.111,0.261,2.4988,1.4394,0.721,0.0856,0.1352,1.2661,0.1279,0.013,0.0025,0.0119,0.1169,1.1567,5.2087,0.8797,3.5886,5.7188,0.864,2.9208,0.6083,3.1618,31.0097,3.1326,0.3165,0.032,0.0032,0.0003,0,0,0,0,0,0,0.0003,0.0025,0.0249,0.2463,2.4377,0.2463,0.0249,0.0025,0.0003,0.0001,0.0004,0.0036,0.0355,0.3512,0.0355,0.0036,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356510692,45.62267325,4.562267325
cranders1,73.70927646,0.141,1.2692,0.1282,0.013,0.0014,0.001,0.0086,0.0846,0.8373,3.5106,10.443,7.7057,3.4571,1.6295,12.8381,2.1792,1.3863,7.7638,3.8689,0.451,0.641,0.4642,0.0508,0.0436,0.3854,0.0758,0.3724,0.3818,0.0386,0.0039,0.0004,0.0006,0.0052,0.0519,0.5136,0.0544,0.0303,0.2485,0.49,1.1338,0.1243,0.1088,0.9634,0.3458,0.4047,0.073,0.3258,0.1239,0.9133,0.2814,1.9007,0.1923,0.0221,0.0286,0.2642,0.0267,0.0027,0.0003,0.0002,0.0018,0.0178,0.1759,1.7409,0.1813,0.0723,0.5413,0.9953,1.9574,1.1939,0.6409,1.2701,1.0579,1.3454,0.1359,0.0137,0.0014,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002965841824,37.95387782,3.795387782
hurek,72.0718149,0,0,0,0,0,0,0,0,0,0.0002,0.0021,0.0205,0.2032,2.0111,0.2099,0.088,0.6701,0.0822,0.1522,1.4399,0.1455,0.0147,0.0015,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0006,0.0062,0.061,0.604,1.0575,1.4278,1.2906,0.1304,0.0132,0.0013,0.0001,0,0,0.0004,0.0036,0.0359,0.3552,0.2646,2.2907,0.6952,2.3477,2.7406,2.4556,0.8705,2.2679,1.0399,1.476,0.5497,0.1054,0.5043,1.8988,0.7784,1.8897,1.9298,1.3348,0.9922,8.5875,3.1002,1.467,2.3874,2.1353,0.2162,0.0267,0.0503,0.4765,4.7145,1.1261,6.5463,5.5841,1.1303,0.1142,0.0115,0.0012,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002899955246,37.11072728,3.711072728
blazingthirdeye,74.25725948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0037,0.0365,0.3614,0.0414,0.053,0.4883,4.8299,4.9028,28.0543,23.5965,3.3562,3.4978,1.1246,0.1136,0.0115,0.0012,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0.0014,0.0138,0.1371,1.3568,0.1371,0.0138,0.0014,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002987891029,38.2360415,3.82360415
jds3d,67.93954563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0022,0.0223,0.2203,2.1805,0.7626,0.0775,0.0121,0.0433,0.4211,4.1674,0.421,0.0425,0.0043,0.0004,0,0,0.0003,0.0027,0.0269,0.2659,2.632,2.2055,0.5124,2.9186,6.8203,18.1541,4.7168,0.479,0.0732,0.2527,2.4539,0.3933,1.4792,2.619,5.0303,6.7734,5.1262,0.5178,0.0523,0.0053,0.0005,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002733685034,34.98296737,3.498296737
linuxiscool,67.85449689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0028,0.028,0.2769,2.7409,2.3742,0.4358,1.9841,0.2015,0.0308,0.1062,1.0308,0.1041,0.0105,0.0011,0.0006,0.005,0.0492,0.4865,4.8161,0.6098,1.2816,0.1881,0.5999,0.0626,0.0257,0.1946,1.9199,0.1941,0.0208,0.0139,0.1179,1.1653,11.5348,24.4707,2.472,0.2497,0.0252,0.0025,0.0003,0,0,0,0.0001,0.0008,0.0083,0.0826,0.8176,8.0939,0.8176,0.0826,0.0083,0.0008,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002730262925,34.93917466,3.493917466
willjgriff,66.87547196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0011,0.0113,0.1116,1.1048,1.275,1.5239,3.1708,1.5875,1.7394,4.4315,3.8965,3.9771,5.1008,6.5447,9.2828,7.7915,0.8455,0.6638,5.7921,8.2262,0.831,0.0839,0.0085,0.0009,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002690869877,34.43506182,3.443506182
